商品ｺｰﾄﾞ,商品名,単位,ﾗﾝｸ５売上単価
18210335,ﾍﾞｱﾘﾝｸﾞｹｰｼﾝｸﾞAssy(Z-3ﾀｲﾌﾟ)   東静,個,0
18210336,ﾆﾎﾝﾋﾟｽｺ　ﾀｯﾁｼﾞｮｲﾝﾄ(ｴﾙﾎﾞ) PL6-02,P,0
18210337,ｵｲﾙﾀﾝｸ　壁付　AS-95,P,0
18210338,WDN-35D用　ｵｲﾙｼｰﾙ SC150.180.14,,0
18210339,WDN-35D用　ｵｲﾙｼｰﾙ TC80.105.13,,0
18210340,WDN-35D用 ﾆﾛｽﾘﾝｸﾞ 6320JV,,0
18210341,WDN-35D用　VS-35S ﾘﾄﾌｨﾙﾀｰ袋,,0
18210342,WDN-35D用　VS-22S ﾘﾝﾄﾌｨﾙﾀｰ袋,,0
18210343,角･丸 ｸﾗﾝﾌﾟ50X3/4　　(恵美須),,0
18210344,Tｸﾗﾝﾌﾟ　3/4X3/4  (恵美須),,0
18210345,ﾚｰﾙｻﾎﾟｰﾄ　　　(恵美須),,0
18210346,DV継手　150X125 IN,ケ,0
18210347,DV継手　150DT,ケ,0
18210348,なまし銅管　8X1.0,M,0
18210349,白　ﾕﾆｵﾝ(P)　1/2(or 15A),P,0
18210350,Oﾘﾝｸﾞ　P-375　ﾊﾞｲﾄﾝ 374.5*8.4,本,0
18210351,白　NI 3/4X3,P,0
18210352,白  NI　3/4X4”,P,0
18210353,立管ﾊﾞﾝﾄﾞ　1/2,P,0
18210354,立管ﾊﾞﾝﾄﾞ　3/4,P,0
18210355,ﾀｯﾋﾟﾝｸﾞ　4X40,C,0
18210356,立管ﾊﾞﾝﾄﾞ　1 1/4,P,0
18210357,立管ﾊﾞﾝﾄﾞ　1,P,0
18210358,ﾕﾆｵﾝ付ﾌﾚｷ　3/4X1M,P,0
18210359,×ﾎﾞｲﾗﾒｲﾄ　IM-201 11Kg　三浦工業/佐,,0
18210360,ﾃﾌﾛﾝﾃｰﾌﾟ　0.13*38*10   (福研),巻,0
18210361,ｽﾄｯｸﾊﾞｰ　　(送料別途)　　恵美須,,0
18210362,別注 PE03X1100X2800 40MMｾﾝﾀｰｼｰﾙﾇｷ(ｱｿ,枚,0
18210363,ﾊｲｿﾌﾄﾌﾞﾚｰﾄﾞﾎｰｽ　25X33,ｍ,0
18210364,ｹﾐﾌﾚｯｸｽ　38X45,ｍ,0
18210365,ﾊﾞﾙﾌﾞﾄﾞﾚﾝﾆｯﾎﾟｰﾙ1203J(WI-401用),個,0
18210366,ﾎｰｽﾊﾞﾝﾄﾞ HM52(ﾏﾘｰｸﾗﾝﾌﾟ)  (東静),個,0
18210367,ｼｰﾙｺﾞﾑ(白) NBR8X(東静)ﾄﾞﾗｲ機ﾄﾞｱﾊﾟｯｷﾝ,個,0
18210368,ﾚｰﾙｻﾎﾟｰﾄ　3/4,,0
18210369,白 BU 2×1 1/4,P,0
18210370,白　BU  1 1/4X3/4,P,0
18210371,白　ﾈｼﾞ込ｴﾙﾎﾞ　1 1/4X1,P,0
18210372,白　ﾌﾟﾗｸﾞ　3/4(20A),P,0
18210373,吊ﾊﾞﾝﾄﾞ　3/4,P,0
18210374,Ｔ字足　25X80,P,0
18210375,KITZ  ﾎﾞｰﾙV  T-400  3/8,P,0
18210376,白　SGP ﾈｼﾞ付　20AX4.0M,P,0
18210377,白　ﾈｼﾞ込ｿｹｯﾄ　3/4(20A),P,0
18210378,ｱﾙﾐｸﾗﾌﾄﾃｰﾌﾟ,C,0
18210379,宮脇　ｽﾁｰﾑﾄﾗｯﾌﾟ　S31N　3/4(or 20A),P,0
18210380,倉敷　空気ﾊﾞﾈ　PSB-1-145P,P,0
18210381,RM-8 圧迫ﾛｰﾙｶﾊﾞｰ　　(山本製作所),,0
18210382,ﾕﾆｵﾝﾊﾟｯｷﾝ　1/2,P,0
18210383,ｾﾞﾝｼﾝ　ﾕﾆｵﾝ付ﾌﾚｷ　3/4X500L,P,0
18210384,日立　ｼﾞｸﾞｿｰﾌﾞﾚｰﾄﾞ No.96(5ﾏｲ),C,0
18210385,白　ﾌﾟﾗｸﾞ　1 1/4,P,0
18210386,白 ﾌﾟﾗｸﾞ 1(25A),P,0
18210387,白　ﾈｼﾞ込ｷｬｯﾌﾟ　1,P,0
18210388,積水　ＤＶ排水ｷｬｯﾌﾟ　65,P,0
18210389,積水　ＤＶ排水ｷｬｯﾌﾟ　75,P,0
18210390,ｱｲﾛﾝの友　　　　　　(直本),,0
18210391,UP-100　900X3000X20,枚,0
18210392,UP-100 ｱｲﾛﾝﾏｯﾄ　800X1500X20　恵美須,枚,0
18210393,UP-100ｶﾊﾞｰ　上り800X1500C,枚,0
18210394,ﾄﾞﾚｽｱｯﾌﾟ　390S　(100本入),本,0
18210395,ｼﾛ　ﾈｼﾞ込ｴﾙﾎﾞ　3/4　(or 20A),P,0
18210396,精密ｶﾞﾗｽ噴霧機　　　(吉岡謹),,0
18210397,三栄 単式 ﾎﾞｰﾙﾀｯﾌﾟ ﾎﾟﾘ玉付 3/4,P,0
18210398,ﾕﾆｵﾝﾊﾟｯｷﾝ　3/4,P,0
18210399,ｼﾛ　NI  3/4(20A),P,0
18210400,ﾕﾆｵﾝﾊﾟｯｷﾝ(ﾃﾌﾛﾝ)  3/4,P,0
18210401,TOK  ﾍﾞｱﾘﾝｸﾞ　DR-22-B2-5.5,P,0
18210402,TOK　ﾍﾞｱﾘﾝｸﾞ　DR-22-B3-10.5,P,0
18210403,ﾗｯｷｰﾎﾞｰｲ詰替え　1kg*4袋/箱,袋,0
18210404,SK-340  (1本/箱)     (共立),箱,0
18210405,白　ﾈｼﾞ込ｿｹｯﾄ　1'X1/2,P,0
18210406,白　ﾈｼﾞ込ｴﾙﾎﾞ　1'X3/4,P,0
18210407,白　ﾆｯﾌﾟﾙ　1/2,P,0
18210408,UP-100　500X600X20　　　(恵美須),枚,0
18210409,UP-100 700X1050X15  (恵美須),枚,0
18210410,UP-100  730X1160X15   (恵美須),枚,0
18210411,UP-100　680X1100X20　(恵美須),枚,0
18210412,UP-100　800X1100X20　　(恵美須),枚,0
18210413,特上へら(木綿用)    (吉岡謹),本,0
18210414,白  BU  3/4X1/2(20AX15A),P,0
18210415,白　NI　1/2X4',P,0
18210416,白　NI　1/2X8',P,0
18210417,URﾏｯﾄ　120ﾀｲﾌﾟ　10x660x1220,,0
18210418,ｽｺｯﾄﾌｨﾙﾀｰ　120ﾀｲﾌﾟ,,0
18210419,不織布　120ﾀｲﾌﾟ,,0
18210420,Ｕﾏｯﾄ　900X1100X20　　　(恵美須),,0
18210421,白　異径ﾆｯﾌﾟﾙ　1'X1/2,P,0
18210422,ｾﾞﾝｼﾝ　ﾕﾆｵﾝ付ﾌﾚｷ　1/2X300L,P,0
18210423,SMC　ﾊﾟｲﾛｯﾄ弁　SF4-2G-50,P,0
18210424,UP-100ｶﾊﾞｰ(ｶ)上り900X1800 P切C　ﾍﾞﾀC,枚,0
18210425,ｵﾘﾝﾎﾟｽ ﾋﾟｰｽｶﾞﾝ HP-102B,P,0
18210426,丸型ｱｯﾌﾟｺﾝｾﾝﾄ DU5142P,,0
18210427,無地 LLﾛｰﾙ　06X600X300ｍ　(ｱｿﾎﾟﾘ),本,0
18210428,18Kﾜｯｸｽ　(ｼｰﾂﾛｰﾙ用)　　(恵美須),缶,0
18210429,TS継手　50X30　S,ケ,0
18210430,DV継手　65X40　IN,ケ,0
18210431,DV継手　40X30　IN,ケ,0
18210432,胴馬　　　　(金子),台,0
18210433,中袖馬　　　　(金子),,0
18210434,運搬車(大)本体のみ　　　ｵﾘﾀﾆ,台,0
18210435,運搬車(大)綿ｶﾊﾞｰ　　　　　ｵﾘﾀﾆ,枚,0
18210436,PCAD-710用　ｶﾊﾞｰ　　　(山本製作所),,0
18210437,大馬　　　　(金子),台,0
18210438,長袖　　　　　(金子),,0
18210439,肩　　　　　　(金子),,0
18210440,ﾄﾝﾈﾙｸﾘｯﾌﾟ　　　(ｵﾘﾀﾆ),本,0
18210441,ﾄﾝﾈﾙｸﾘｯﾌﾟ ﾜｲﾄﾞ　　　　(ｵﾘﾀﾆ),本,0
18210442,MD-1  ﾄﾞﾗｲ用ｿｰﾌﾟ(ｶﾁｵﾝ)15kg,,0
18210443,MC-301  ﾄﾞﾚｽ用加工のり10L,,0
18210444,MC-302 ﾄﾞﾚｽ仕上剤H2 ぬめり 10L ﾛｯﾄ/2,缶,0
18210445,MW-101 ｳｪｯﾄ用前処理剤　4L　ﾛｯﾄ/4ケ,ケ,0
18210446,MD-4 ﾄﾞﾗｲ前処理剤(改良版) 10L,,0
18210447,MD-501 抗菌剤D(ﾄﾞﾗｲ用)500ml　ﾛｯﾄ/4ケ,ケ,0
18210448,ML-502　抗菌剤L(ｳｪｯﾄ用)500ml,,0
18210449,MNｰ503　抗菌剤N(香りなし)500ml,,0
18210450,MP-201 粉洗剤AR蛍光剤ﾅｼ 15kg ﾛｯﾄ/4箱,箱,0
18210451,MP-202　低温過炭酸ｿｰﾀﾞPC-Q,,0
18210452,MD-4 ﾄﾞﾗｲ用前処理　ｱﾆｵﾝ 15L　ﾛｯﾄ/2缶,缶,0
18210453,ﾎｰｽｶﾊﾞｰ　　(ｼﾞｭｰｷ),,0
18210454,WDN-35D電磁弁 APK11-10A 200A PCAD710,,0
18210455,WDN-35D用駆動ｴｱｰ電磁弁 4KA-320-08,,0
18210456,WDN-35D用加圧ｴｱｰ電磁弁 4KA-310-08,,0
18210457,WDN-35D用加圧ｴｱｰ電磁弁 4KA-330-08,,0
18210458,WDN-35D用ｴｱｰ電磁弁組立一式,,0
18210459,ｻﾝｴｲ　ﾀﾝｸ取付金具　H35-25　　(ｼﾊﾞﾀ),ｹ,0
18210460,ﾃﾌﾛﾝ胸前掛　Ｍ　(日東電工 NTF-5600),枚,0
18210461,NSK　ﾍﾞｱﾘﾝｸﾞ　6204,P,0
18210462,ﾃﾌﾛﾝﾁｭｰﾌﾞ　4X6,ｍ,0
18210463,ｼﾘｺﾝﾁｭｰﾌﾞ　5X7,ｍ,0
18210464,ｼﾛ　ﾈｼﾞ込ｿｹｯﾄ　3/8(10A）,P,0
18210465,×ﾎﾞｲﾗﾒｲﾄ　IM-102　11kg使用×,,0
18210466,SCL-2090 ﾄﾞﾚﾝﾎｰｽ　　　(ﾁﾊﾞｺｰ),,0
18210467,ｼﾙｷｰﾈｯﾄ(M) 白　500X750　F,枚,0
18210468,RM-8　ﾛｰﾙｶﾊﾞｰ　　　(山本製作所),,0
18210469,日立　ﾐﾆﾎﾞｰﾙＶ　MB-2　1/2(15A),P,0
18210470,ｼﾛ　ﾈｼﾞ込ｴﾙﾎﾞ　1/2,P,0
18210471,ｼﾛ　ﾆｯﾌﾟﾙ　1/2X10’,P,0
18210472,平ｶﾊﾞｰ FB60/70/100A(S),,0
18210473,ｼﾞｭﾝﾛﾝ軟質ﾅｲﾛﾝﾁｭｰﾌﾞAS1-70-06-BK6x4.5,ｍ,0
18210474,ﾆﾎﾝﾋﾟｽｺ　ﾀｯﾁｼﾞｮｲﾝﾄ(ｽﾄﾚｰﾄ) PC6-01,P,0
18210475,ｼﾞｭﾝﾛﾝ軟質ﾅｲﾛﾝﾁｭｰﾌﾞ AS1-70-08-BK8X6,ｍ,0
18210476,塩ビ排水ｷｬｯﾌﾟ　100,ケ,0
18210477,ＴＳｴﾙﾎﾞ　30,ケ,0
18210478,塩ビ接着剤　ﾊｹ付　100g,缶,0
18210479,５Ｌﾎﾟﾘ容器　　　(ﾐｽﾞﾎ)送料別途,個,0
18210480,白鷺ｴﾚﾒﾝﾄ　DC-300　1PC/Case,箱,0
18210481,白 ﾕﾆｵﾝ(P) 3/4(20A),P,0
18210482,無地 LLﾛｰﾙ　03X900/600X300m(20本ﾛｯﾄ),本,0
18210483,白　ﾕﾆｵﾝ(P) 1’,P,0
18210484,NL耐油ﾎｰｽ　25X2B,ｍ,0
18210485,ﾊﾝﾄﾞﾗｯﾌﾟ　200ml　　(ﾎｸｻﾝ),個,0
18210486,RM-8 (H6) ﾛｰﾀﾘｰｼﾞｮｲﾝﾄ　(山本製作所),,0
18210487,RM-8(H6)ﾛｰﾀﾘｰｼﾞｮｲﾝﾄ付属部品一式,,0
18210488,TSｿｹｯﾄ　30,ケ,0
18210489,ＴＳｿｹｯﾄ　65X50,ケ,0
18210490,ＴＳｿｹｯﾄ　50X30,ケ,0
18210491,硬度指示薬　30ml,本,0
18210492,ｻﾆｸﾘﾝﾄﾞﾗｲ のみ 4L入り(抗菌剤) 恵美須,,0
18210493,PCAD-710 ﾌﾚｷﾎｰｽ 1/2X1000L （山本),,0
18210494,VS-22S 温度計　　　　(山本),,0
18210495,ｱｸﾘﾘｯｸｽ　20cc,本,0
18210496,固着剤　P　小,,0
18210497,洋金粉　50g,,0
18210498,ﾗﾝﾄﾞﾘｰﾊﾞｯｸ用ﾄﾞﾗｲ袋　ﾌﾞﾙｰのみ　(ｵﾘﾀﾆ),枚,0
18210499,ｱﾙﾐ粉　No.90　15g,,0
18210500,K-23　平台ｶﾊﾞｰ　　(金子),枚,0
18210501,SUS304　単NI　1/2,P,0
18210502,KITZ 　ﾎﾞｰﾙＶ　TK-600　1/2,P,0
18210503,ｻﾆｸﾘｰﾝﾄﾞﾗｲのみ　2L,,0
18210504,SUS304　ﾈｼﾞ込Ｌ 1/2　15,P,0
18210505,ﾃﾞﾙﾘﾝﾍﾞｱﾘﾝｸﾞ　DR-22-B3-10.5,P,0
18210506,ﾀｶﾁ　MB-23,,0
18210507,ｸﾘｰﾝﾉｰﾙ手袋 NO.20(耐溶剤用)S･M･L,双,0
18210508,ﾋﾟｰｽｶﾞﾝ布巻ｴｱｰﾎｰｽ 2m･Lｼﾞｮｲﾝﾄ+Sｼﾞｮｲﾝﾄ,本,0
18210509,塩ビﾊﾟｲﾌﾟ　VP-100　200L,本,0
18210510,SUS304　径違いﾈｼﾞ込S　1/4X1/8,P,0
18210511,SUS304　ﾈｼﾞ込L　1/8,P,0
18210512,SUS304　両長NI　10Ax250L,P,0
18210513,SUS304　両長NI　6Ax100L,P,0
18210514,SUS304　両長NI　6Ax200L,P,0
18210515,UP-100　ｶﾈｼ産業 600X900切　　(恵美須,枚,0
18210516,UP-100　ｶﾈｼ産業 720X1300切　(恵美須),枚,0
18210517,ｼﾛ　NI　15A,P,0
18210518,ＴＳ　ｴﾙﾎﾞ　50,ケ,0
18210519,TRUSCO　ｸﾞﾘｰｽｶﾞﾝ(直入専用)　PK-32,P,0
18210520,URﾏｯﾄ　FB-8S,,0
18210521,平ｶﾊﾞｰ　FB-8S,,0
18210522,ｱﾙﾊﾞﾆｱ　NO.2　2.5K　(ｸﾞﾘｰｽ),P,0
18210523,ﾎﾟﾘ広口瓶　10L　目盛付　(ﾎｸｻﾝ),個,0
18210524,ﾒｯｷ　Uﾎﾞｰﾄ　3/8X1 1/4,P,0
18210525,KITZ　ﾎﾞｰﾙV　TK-600　1/8 or 6A,P,0
18210526,WDN-35D(H7）ｻｲﾚﾝｻｰﾌﾗﾝｼﾞ(SUS)65A,,0
18210527,WDN-35D(H7) ﾌﾗﾝｼﾞﾊﾟｯｷﾝ　65A,,0
18210528,SUS304　化粧P　#400 1.5X27.2  6.0M,P,0
18210529,SUS304　ｼﾞｮｲﾝﾄﾊﾟｲﾌﾟ　27.2X1.5用,P,0
18210530,Oﾘﾝｸﾞ　P-2　(ﾊﾞｲﾄﾝ),,0
18210531,和服用ﾊﾝｶﾞｰ　ﾌﾞﾙｰ　10本/箱　(ｵﾘﾀﾆ),本,0
18210532,ﾒｯｷ　寸切ﾎﾞﾙﾄ　3/8x1000,P,0
18210533,ｼﾞｬﾝｸｼｮﾝ,,0
18210534,運搬車(中)本体のみ　　　(ｵﾘﾀﾆ),台,0
18210535,運搬車(中)綿ｶﾊﾞｰ,枚,0
18210537,ｻﾄﾞﾙﾊﾞﾝﾄﾞ　R60-40mm(ｻﾝｴｲ)　(ｼﾊﾞﾀ),ケ,0
18210538,SBG用ﾎﾟﾝﾌﾟ先端逆止弁部Oﾘﾝｸﾞ(S-3),個,0
18210539,SBG　ﾄﾞﾚﾝ止めOﾘﾝｸﾞ(M-4),個,0
18210540,ｼﾛ　BU　25Ax20A(1x3/4),P,0
18210541,ｵｻﾞﾜ　SFｵｲﾙ　18㍑　(ﾐｼﾝｵｲﾙ)　(小山),,0
18210542,塩ビﾊﾟｲﾌﾟ　VP-50x4M,本,0
18210543,ｼﾛ　ﾕﾆｵﾝ(P)　10A,P,0
18210544,SMC 電磁弁 VPS2135-032C,P,0
18210545,ｵｰﾙSUS304 片方ﾕﾆｵﾝ/片方ﾒﾈｼﾞ1/2x1000L,P,0
18210546,URﾏｯﾄ　F-1720　万能馬用,,0
18210547,ｽｺｯﾄﾌｨﾙﾀｰ　M-1720/F-1720,,0
18210548,馬不織布　M-1720/F-1720,,0
18210549,ｶﾊﾞｰ(ｺｰﾈｯｸｽ)F-1720　万能馬,,0
18210550,日立　HM10K　SD　1 1/4,P,0
18210551,ｼﾘｺﾝｽﾎﾟﾝｼﾞ　6X15X720　　(ﾆﾌｽｺ),,0
18210552,組ﾌﾗﾝｼﾞﾊﾟｯｷﾝ　1 1/4,P,0
18210553,UP-200 ｶﾈｼ産業 3200X700X10 ｱｲﾛﾝﾏｯﾄ,枚,0
18210554,ｼﾘｺﾝｺﾞﾑ(硬度60°)2ｔx25x1000　(ﾆﾌｽｺ),,0
18210555,TS　CAP　75,ケ,0
18210556,ﾆﾄﾌﾛﾝ　ｶﾞﾗｽｺｰﾃｨﾝｸﾞ粘着ﾃｰﾌﾟ　124-6933,P,0
18210557,分配用ｸﾘｯﾌﾟ　②　　(ｵﾘﾀﾆ),本,0
18210558,ﾗﾊﾞﾀﾝｽﾎﾟﾝｼﾞ　10x1800x900　(大阪電機),枚,0
18210559,平台ｶﾊﾞｰ(TZ)　1800x900　(大阪電機),枚,0
18210560,ﾊﾝﾏｰｷｬｽﾀｰ　420G-N　65,P,0
18210561,白鷺ｴﾚﾒﾝﾄ　DC-450L　2PC/Case,箱,0
18210562,ﾀﾞｲﾗｲﾄ Y3000　Y型ﾛｰﾀﾘｰﾀﾝｸ 3000L,P,0
18210563,KITZ　ｹﾞｰﾄV　FH-125　3/4,P,0
18210564,ｸﾛﾊﾞｰ　ﾚｰｽ針　ﾍﾟﾝE　No.6　41-606,,0
18210565,ﾃﾌﾛﾝ胸前掛　NO.296 L,枚,0
18210566,ｸﾛﾊﾞｰ　ﾚｰｽ針ﾍﾟﾝE　No.8　(41-608),,0
18210567,SK-470　(1本/箱)　　　(共立),箱,0
18210568,ｵｻﾞﾜ　SFｵｲﾙ　4㍑　　　(小山ﾐｼﾝ),,0
18210569,SUS　BT　8X35,P,0
18210570,KITZ　ｽｨﾝｸﾞﾁｬｯｷV　R-125　1/2(15A),P,0
18210571,白　ﾈｼﾞ込ｴﾙﾎﾞ　10A,P,0
18210572,白　ﾈｼﾞ込ｿｹｯﾄ　15AX10A,P,0
18210573,白　ﾈｼﾞ込ｴﾙﾎﾞ　15A,P,0
18210574,白　ﾌﾟﾗｸﾞ　15A,P,0
18210575,白　ﾈｼﾞ込ｷｬｯﾌﾟ　15A,P,0
18210576,日ﾌﾟﾚ　251A型　ﾄﾞﾗｲ機ｶｰﾄﾘｯｼﾞ(ｼｰｴﾙ),本,0
18210577,ﾚｸﾀｰｸｲｯｸﾃｰﾌﾟ　QT-2,P,0
18210578,×(I)ﾃﾞｨｱﾊｰﾄ指示ﾀｸﾞ60X120白　(ｱｿﾎﾟﾘ),点,0
18210579,チャコ消し 16cc (1c/s 6本入)　(袖山),本,0
18210580,SK-451ND　(2本入/箱),本,0
18210581,塩ビ排水ｷｬｯﾌﾟ　125,ケ,0
18210582,ﾊﾝﾏｰｷｬｽﾀｰ　413S-N50,P,0
18210583,UP-100　690X1120切(15t),枚,0
18210584,UP-100　1000X1600切(20t),枚,0
18210585,ｻﾄﾞﾙﾊﾞﾝﾄﾞ　R60-30mm(ｻﾝｴｲ)　　ｼﾊﾞﾀ,ケ,0
18210586,塩ビｷｬｯﾌﾟ　VP-4,,0
18210587,VS-22S　ﾘﾝﾄﾌｨﾙﾀｰ　　(山本),,0
18210588,VS-35S　ﾘﾝﾄﾌｨﾘﾀｰ　　(山本),,0
18210589,三和化成　ｲﾝｸ消し　16ml　　(恵美須),本,0
18210590,ﾊﾞﾎﾟﾚﾗ ｲﾉｯｸｯｽ1000　ﾎﾞｲﾗｰﾊﾟｯｷﾝ,個,0
18210591,SUS304　ﾈｼﾞ込P　6　or　8,P,0
18210592,×CKD電磁弁　AB41-03-3-C4A-AC100V×,P,0
18210593,ﾕﾆｽｰﾊﾟｰ　Ｏﾘﾝｸﾞ　　(三立電機),個,0
18210594,ﾕﾆｽｰﾊﾟｰ　ﾃﾌﾛﾝ大　　(三立電機),個,0
18210595,A&D　ﾃﾞｼﾞﾀﾙはかり　FG-150KAL,P,0
18210596,ｼﾛ　NI　10Ax200,P,0
18210597,SUS304　長NI　10X150,P,0
18210598,ｻﾝﾎﾞｯｸｽ　40　OR　　(ﾎｸｻﾝ),個,0
18210599,ｻﾝﾎﾞｯｸｽ　40用フタ　OR　　(ﾎｸｻﾝ),枚,0
18210600,白　SGP　ﾈｼﾞﾅｼ　15Ax4.0m,P,0
18210601,荏原　ﾌﾚｯｼｬｰﾐﾆ　200V　32HPN6.4,P,0
18210602,白　BU　40AX20A,P,0
18210603,塩ビ　排水ｷｬｯﾌﾟ　75,ｹ,0
18210604,ﾌﾟﾗｽﾁｯｸﾌﾟﾚｰﾄ　WN6054W,,0
18210605,ﾅｼｮﾅﾙ 引掛埋込ｺﾝｾﾝﾄ WF2331B 30A 250V,個,0
18210606,ﾅｼｮﾅﾙ 引掛ｺﾝｾﾝﾄ WK2331B 30A 250V,個,0
18210607,VS-22S　ﾌｧﾝﾓｰﾀｰのみ　4P-0.75KW,,0
18210608,三菱　NV50KC　2P　30A　30mA,,0
18210609,ｷｬﾆｵﾝｽﾌﾟﾚｰ　　(ﾂｰｴﾑ),,0
18210610,ﾉﾝｱｽ　ﾕﾆｵﾝﾊﾟｯｷﾝ　T/#1995  1/2,P,0
18210611,ﾉﾝｱｽ　ﾕﾆｵﾝﾊﾟｯｷﾝ　T/#1995　3/4,P,0
18210612,ｶﾞﾗｽﾃﾌﾛﾝ接着無 100-3 0.07tX1000X1000,枚,0
18210613,ﾋｰﾀｰ線　t0.2x10x1200　　(東静),個,0
18210614,5ﾐﾘﾋｰﾀｰ線 A-755 B-727 C-20 D-5用･ｼｶﾞ,,0
18210615,ﾐﾔﾜｷ 蒸気用減圧弁 RE2型 3/8 or 10A,P,0
18210616,A7-03 2C LL紙管巻018X360X300m柄入り,本,0
18210617,白　ﾈｼﾞ込ｿｹｯﾄ　10A,P,0
18210618,ｸﾞﾗｽｳｰﾙ　ｱﾙﾐ付　10X25m/m,P,0
18210619,白　ﾈｼﾞ込T　8A(1/4),P,0
18210620,ﾎｰｽﾆｯﾌﾟﾙ　7X1/4,P,0
18210621,ﾕﾆｽｰﾊﾟｰ　ﾎｰｽﾎﾙﾀﾞｰ　(三立電機),個,0
18210622,ﾕﾆｽｰﾊﾟｰ　ﾎﾞﾄﾙﾎﾙﾀﾞｰ　(三立電機),個,0
18210623,ｽﾃｨｯｸｴｰｽ　(ｱｲﾛﾝｸﾘｰﾅｰ) 10本/箱  ﾐｽﾞﾎ,本,0
18210624,ｱｾｰﾇ　10ｾｯﾄ入　(汗取りﾊﾟｯﾄ)ﾏﾙｿｰｸﾘｴｲﾄ,箱,0
18210625,ｽﾄｯｸﾊﾞｰ　　(送料込)　　ﾏﾙｿｰｸﾘｴｲﾄ,本,0
18210626,保管用ﾌｯｸ,本,0
18210627,ﾀﾞｸﾄEE型　90φ,m,0
18210628,ﾄﾗｲﾄﾞﾝﾊﾞﾝﾄﾞ　HS-56,ケ,0
18210629,真鍮丸ﾊﾟｲﾌﾟ　8X2.0X300,P,0
18210630,日立　ﾐﾆﾎﾞｰﾙV　MB-2　3/8(10A),P,0
18210631,TS ｴﾙﾎﾞ　16,ｹ,0
18210632,TS　ﾁｰｽﾞ　16,ｹ,0
18210633,ﾎｰｽﾆｯﾌﾟﾙ　14X1/2,P,0
18210634,ｼﾝﾌﾟﾙﾘｰﾄﾞHﾛﾝｸﾞｸﾛ新型(ﾊﾝｶﾞｰ)520本/ｹｰｽ,本,0
18210635,UP-100(ｶﾈｼ)　700X1140切,枚,0
18210636,不織布　150ﾀｲﾌﾟ,,0
18210637,KITZ　ﾎﾞｰﾙV　T-400　1/2,P,0
18210638,ｼﾞｭﾋﾞﾘｰﾊﾞﾝﾄﾞ　000,P,0
18210639,無地 PP 03X600/500X300m  (ｱｿﾎﾟﾘ),本,0
18210640,VS-22S　ﾋｰﾀｰ,,0
18210641,VS-22S　ﾋｰﾀｰ前中ﾌﾀﾊﾟｯｷﾝ,,0
18210642,ﾄﾗｲﾄﾞﾝﾊﾞﾝﾄﾞ(ｽﾀﾝﾀﾞｰﾄﾞ) HS-24,ケ,0
18210643,岩田　重量式ｶｯﾌﾟ　PC-5,P,0
18210644,ひとまとめくん　ﾋﾟﾝﾁ付　　(ｵﾘﾀﾆ),本,0
18210645,ｶﾗｰﾎｰﾏｰ　YAA-002,,0
18210646,ﾎﾞﾀﾝ掛け,,0
18210647,ｻｷﾞﾉﾐﾔ 圧力ｽｲｯﾁ　6KG　SNS-106 200V,P,0
18210648,ﾜｲｼｬﾂﾊﾝｶﾞｰR1ｸﾛ　(960本/ｹｰｽ),本,0
18210649,ﾋﾟﾝﾁﾊﾝｶﾞｰ黒　(480本入)　　ﾏﾙｿｰ,ｹｰｽ,0
18210650,×ﾈｸﾀｲｸﾘｯﾌﾟ 新　(5000本/ｹｰｽ)　使用×,本,0
18210651,白　ﾈｼﾞ込Ｔ　20A,P,0
18210652,掛棒　　②　　　(ｵﾘﾀﾆ),本,0
18210653,ﾍﾞﾝ　電磁弁　PS-12-W　3/4,P,0
18210654,三菱　有圧換気扇　EF35CTB1,P,0
18210655,ｲﾝﾅｰﾁｭｰﾌﾞ 3.5M,本,0
18210656,ﾋｰﾀｰ　585*840*245　　(ｸﾞｯﾄﾞﾆｰｽﾞ),器,0
18210657,ﾜｲｼｬﾂｽﾀﾝﾄﾞＨ型,台,0
18210658,ﾘﾝｸﾞﾌｫｰﾏｰＬ　　(ｵﾘﾀﾆ),本,0
18210659,HS440ｸﾘｽﾀﾙ(名入れ)　200本/箱,本,0
18210660,ﾃﾞﾘﾊﾞﾘｰﾎﾞｯｸｽ　ﾌﾞﾙｰ(台板),枚,0
18210661,台五郎　(付属品/ｺﾞﾑﾍﾞﾙﾄ金具付),台,0
18210662,台五郎用立体用ﾊﾟｲﾌﾟ 2本ｾｯﾄ,本,0
18210663,ﾋｰﾀｰ線　0.2tX10X3ｍ　　(東静),個,0
18210664,ﾆﾄﾌﾛﾝｶﾞﾗｽｺｰﾃｨﾝｸﾞ粘着ﾃｰﾌﾟNO.973UL13mm,P,0
18210665,ﾆﾄﾌﾛﾝｶﾞﾗｽｺｰﾃｨﾝｸﾞ粘着ﾃｰﾌﾟNO.973UL30mm,P,0
18210666,ﾋｰﾀｰ　100V-1000W　J-88　(大阪電機),枚,0
18210667,ﾅｼｮﾅﾙ　蛍光灯　FSA42001F　VPN9,本,0
18210668,ｽｲｺｰ　K型大型容器620L　K-620,P,0
18210669,OPPﾈｸﾀｲ袋(ﾋﾓ付)　100枚入り　(ｱｿﾎﾟﾘ),,0
18210670,ｻﾝｺｳ ﾊﾝﾃﾞｨ検針器 TY-30K 金属探知器,,0
18210671,SUS304　ﾈｼﾞ込P　10,P,0
